Country,Year,Life_expectancy_at_birth,Expected_years_of_schooling,Average_of_years_of_schooling,GNI_per_capita_PPP,life_expectancy_index,Education_Index,GNI_Index,HDI_1,HDI_calculated,HDI_3
Paraguay,2000,70.546,11.8,5.90,5820.00,0.78,0.56,0.61,,0.64,0.62
Paraguay,1999,70.310,11.6,5.90,6230.00,0.77,0.55,0.62,,0.64,0.63
Paraguay,1998,70.087,11.1,6.00,6380.00,0.77,0.54,0.63,,0.64,0.62
Paraguay,1997,69.880,10.7,6.00,6430.00,0.77,0.52,0.63,,0.63,0.62
Paraguay,1996,69.690,10.3,6.10,6430.00,0.76,0.51,0.63,,0.63,0.61
Paraguay,1995,69.511,9.9,6.10,6020.00,0.76,0.50,0.62,,0.62,0.61
Paraguay,1994,69.335,9.7,6.00,,0.76,0.49,,,,0.60
Paraguay,1993,69.152,9.5,6.00,,0.76,0.48,,,,0.60
Paraguay,1992,68.958,9.2,5.90,,0.75,0.47,,,,0.59
Paraguay,1991,68.753,8.9,5.80,,0.75,0.46,,,,0.59
Paraguay,1990,68.545,8.6,5.73,,0.75,0.45,,,,0.58
Papua New Guinea,2018,64.26,10.00,4.62,3685.80,0.68,0.46,0.54,0.54,0.56,0.54
Papua New Guinea,2017,64.01,10,4.60,4270.00,0.68,0.46,0.57,0.54,0.56,0.54
Papua New Guinea,2016,63.744,9.9,4.60,4160.00,0.67,0.46,0.56,0.54,0.56,0.54
Papua New Guinea,2015,63.466,10.2,4.30,4010.00,0.67,0.46,0.56,0.54,0.56,0.54
Papua New Guinea,2014,63.181,9.9,4.30,3700.00,0.66,0.45,0.55,,0.55,0.54
Papua New Guinea,2013,62.892,10.1,4.30,3050.00,0.66,0.46,0.52,0.52,0.54,0.53
Papua New Guinea,2012,62.604,10,4.20,3040.00,0.66,0.45,0.52,,0.53,0.53
Papua New Guinea,2011,62.316,10.2,4.10,2780.00,0.65,0.45,0.50,,0.53,0.53
Papua New Guinea,2010,62.029,9.8,4.00,2700.00,0.65,0.44,0.50,0.51,0.52,0.52
Papua New Guinea,2009,61.739,9.3,3.90,2480.00,0.64,0.42,0.49,,0.51,0.51
Papua New Guinea,2008,61.442,9,3.80,2410.00,0.64,0.41,0.48,,0.50,0.50
Papua New Guinea,2007,61.141,8.8,3.70,2290.00,0.63,0.40,0.47,,0.49,0.50
Papua New Guinea,2006,60.836,8.3,3.60,2090.00,0.63,0.38,0.46,,0.48,0.48
Papua New Guinea,2005,60.534,8,3.50,1390.00,0.62,0.36,0.40,,0.45,0.48
Papua New Guinea,2004,60.245,7.7,3.50,1260.00,0.62,0.35,0.38,,0.44,0.47
Papua New Guinea,2003,59.974,7.3,3.40,1190.00,0.61,0.34,0.37,,0.43,0.47
Papua New Guinea,2002,59.722,7,3.40,1220.00,0.61,0.33,0.38,,0.42,0.46
Papua New Guinea,2001,59.487,6.7,3.30,1220.00,0.61,0.32,0.38,,0.42,0.46
Papua New Guinea,2000,59.265,6.3,3.30,1240.00,0.60,0.30,0.38,,0.41,0.45
Papua New Guinea,1999,59.049,6,3.20,1250.00,0.60,0.29,0.38,,0.40,0.45
Papua New Guinea,1998,58.828,5.9,3.10,1250.00,0.60,0.28,0.38,,0.40,0.44
Papua New Guinea,1997,58.594,5.7,3.10,1330.00,0.59,0.28,0.39,,0.40,0.44
Papua New Guinea,1996,58.344,5.4,3.00,1360.00,0.59,0.26,0.39,,0.39,0.43
Papua New Guinea,1995,58.073,5.2,2.90,1310.00,0.59,0.25,0.39,,0.39,0.43
Papua New Guinea,1994,57.781,4.7,2.80,1340.00,0.58,0.23,0.39,,0.38,0.42
Papua New Guinea,1993,57.473,5,2.70,1250.00,0.58,0.24,0.38,,0.38,0.41
Papua New Guinea,1992,57.152,4.9,2.60,1050.00,0.57,0.24,0.36,,0.36,0.40
Papua New Guinea,1991,56.823,4.8,2.40,980.00,0.57,0.23,0.34,,0.35,0.39
Papua New Guinea,1990,56.492,4.7,2.32,880.00,0.56,0.22,0.33,,0.34,0.38
Panama,2018,78.33,12.88,10.17,20454.87,0.90,0.71,0.80,0.80,0.80,0.80
Panama,2017,78.149,12.7,10.20,27640.00,0.89,0.71,0.85,0.79,0.81,0.79
Panama,2016,77.964,12.7,10.00,25080.00,0.89,0.70,0.83,0.79,0.81,0.79
Panama,2015,77.776,12.7,9.90,22810.00,0.89,0.70,0.82,0.78,0.80,0.78
Panama,2014,77.583,12.7,9.90,20630.00,0.89,0.70,0.81,,0.79,0.78
Panama,2013,77.386,12.7,9.70,19270.00,0.88,0.69,0.79,0.78,0.79,0.78
Panama,2012,77.188,12.7,9.50,17460.00,0.88,0.69,0.78,,0.78,0.77
Panama,2011,76.989,12.7,9.30,15920.00,0.88,0.68,0.77,,0.77,0.76
Panama,2010,76.792,12.8,9.30,13770.00,0.87,0.69,0.74,0.76,0.76,0.76
Panama,2009,76.6,12.7,9.30,13430.00,0.87,0.68,0.74,,0.76,0.76
Panama,2008,76.414,12.8,9.20,13450.00,0.87,0.68,0.74,,0.76,0.76
Panama,2007,76.234,13,9.20,12150.00,0.87,0.69,0.73,,0.76,0.75
Panama,2006,76.06,12.9,9.10,10880.00,0.86,0.68,0.71,,0.75,0.74
Panama,2005,75.892,12.9,9.00,9890.00,0.86,0.68,0.69,,0.74,0.74
Panama,2004,75.728,12.9,8.90,9150.00,0.86,0.68,0.68,,0.73,0.74
Panama,2003,75.565,12.8,8.80,8580.00,0.85,0.67,0.67,,0.73,0.73
Panama,2002,75.401,12.8,8.70,8490.00,0.85,0.67,0.67,,0.73,0.73
Panama,2001,75.233,12.6,8.60,8060.00,0.85,0.66,0.66,,0.72,0.72
Panama,2000,75.060,12.4,8.50,8040.00,0.85,0.65,0.66,,0.71,0.72
Panama,1999,74.881,12.1,8.40,7690.00,0.84,0.64,0.66,,0.71,0.71
Panama,1998,74.694,11.8,8.30,7530.00,0.84,0.62,0.65,,0.70,0.71
Panama,1997,74.500,11.6,8.20,7100.00,0.84,0.61,0.64,,0.69,0.70
Panama,1996,74.300,11.3,8.10,6770.00,0.84,0.60,0.64,,0.68,0.69
Panama,1995,74.092,11.1,8.00,6490.00,0.83,0.59,0.63,,0.68,0.69
Panama,1994,73.879,10.9,7.90,6500.00,0.83,0.58,0.63,,0.67,0.68
Panama,1993,73.661,10.9,7.70,6240.00,0.83,0.58,0.62,,0.67,0.68
Panama,1992,73.439,10.8,7.60,5770.00,0.82,0.57,0.61,,0.66,0.67
Panama,1991,73.212,10.7,7.40,5250.00,0.82,0.56,0.60,,0.65,0.67
Panama,1990,72.982,10.7,7.26,4870.00,0.82,0.56,0.59,,0.64,0.66
Palestine,2018,73.90,12.84,9.10,5313.83,0.83,0.68,0.60,0.69,0.70,0.69
Palestine,2017,73.74,12.8,9.10,,0.83,0.68,,0.69,,0.69
Palestine,2016,73.589,12.8,9.10,,0.82,0.68,,0.69,,0.69
Palestine,2015,73.442,12.8,9.00,,0.82,0.68,,0.68,,0.69
Palestine,2014,73.303,12.9,8.90,,0.82,0.68,,,,0.68
Palestine,2013,73.17,12.9,8.90,,0.82,0.68,,0.68,,0.68
Palestine,2012,73.041,13.2,9.00,,0.82,0.69,,,,0.69
Palestine,2011,72.915,13.3,8.70,,0.81,0.69,,,,0.68
Palestine,2010,72.788,13.3,8.50,,0.81,0.68,,0.67,,0.67
Palestine,2009,72.656,13.3,8.50,,0.81,0.68,,,,0.67
Palestine,2008,72.517,13.4,8.20,,0.81,0.67,,,,0.66
Palestine,2007,72.366,13.3,8.00,,0.81,0.67,,,,0.66
Palestine,2006,72.203,12.9,7.90,,0.80,0.65,,,,0.66
Palestine,2005,72.028,12.7,7.80,,0.80,0.64,,,,0.66
Palestine,2004,71.842,12.7,7.70,,0.80,0.64,,,,0.65
Palestine,2003,71.648,12.2,,,0.79,0.91,,,,
Palestine,2002,71.447,11.9,,,0.79,0.90,,,,
Palestine,2001,71.239,11.6,,,0.79,0.89,,,,
Palestine,2000,71.022,11.2,,,0.78,0.87,,,,
Palestine,1999,70.797,11.3,,,0.78,0.88,,,,
Palestine,1998,70.560,10.9,,,0.78,0.86,,,,
Palestine,1997,70.309,10.6,,,0.77,0.85,,,,
Palestine,1996,70.041,10.2,,,0.77,0.84,,,,
Palestine,1995,69.757,9.8,,,0.77,0.83,,,,
Palestine,1994,69.455,,,,0.76,,,,,
Palestine,1993,69.135,,,,0.76,,,,,
Palestine,1992,68.795,,,,0.75,,,,,
Palestine,1991,68.433,,,,0.75,,,,,
Palestine,1990,68.048,,,,0.74,,,,,
Palau,2018,73.68,15.55,12.40,16720.01,0.83,0.86,0.77,0.81,0.82,0.81
Palau,2017,73.32,15.6,12.30,18770.00,0.82,0.86,0.79,0.81,0.82,0.80
Palau,2016,73.089,15.3,12.30,19640.00,0.82,0.85,0.80,0.81,0.82,0.80
Palau,2015,72.834,15.1,12.20,19470.00,0.81,0.84,0.80,0.80,0.82,0.79
Palau,2014,72.559,14.8,12.20,17300.00,0.81,0.83,0.78,,0.81,0.79
Palau,2013,72.274,14.5,12.20,16390.00,0.80,0.82,0.77,0.81,0.80,0.78
Palau,2012,71.984,14.2,12.20,16540.00,0.80,0.81,0.77,,0.79,0.78
Palau,2011,71.695,14.2,12.20,16020.00,0.80,0.81,0.77,,0.79,0.78
Palau,2010,71.406,14.2,12.10,14740.00,0.79,0.81,0.75,0.78,0.78,0.77
Palau,2009,71.116,14.1,11.90,14330.00,0.79,0.80,0.75,,0.78,0.77
Palau,2008,70.822,14.1,11.80,15060.00,0.78,0.80,0.76,,0.78,0.76
Palau,2007,70.523,14,11.70,15500.00,0.78,0.79,0.76,,0.78,0.77
Palau,2006,70.218,14,11.50,14350.00,0.77,0.79,0.75,,0.77,0.76
Palau,2005,69.908,13.9,11.40,14020.00,0.77,0.78,0.75,,0.76,0.76
Palau,2004,69.592,13.9,11.40,12490.00,0.76,0.78,0.73,,0.76,0.76
Palau,2003,69.271,13.9,11.40,11830.00,0.76,0.78,0.72,,0.75,0.75
Palau,2002,68.951,13.8,11.40,12380.00,0.75,0.78,0.73,,0.75,0.75
Palau,2001,68.635,13.8,11.40,11930.00,0.75,0.78,0.72,,0.75,0.75
Palau,2000,68.335,13.7,11.40,11050.00,0.74,0.77,0.71,,0.74,0.74
Palau,1999,68.066,,11.30,,0.74,,,,,
Palau,1998,67.831,,11.20,,0.74,,,,,
Palau,1997,67.625,,11.10,,0.73,,,,,
Palau,1996,67.439,,11.00,,0.73,,,,,
Palau,1995,67.246,,10.90,,0.73,,,,,
Palau,1994,67.017,,10.80,,0.72,,,,,
Palau,1993,66.731,,10.70,,0.72,,,,,
Palau,1992,66.377,,10.50,,0.71,,,,,
Palau,1991,65.959,,10.40,,0.71,,,,,
Palau,1990,65.493,,,,0.70,,,,,
Pakistan,2018,67.11,8.46,5.16,5190.08,0.72,0.43,0.60,0.56,0.57,0.56
Pakistan,2017,66.947,8.6,5.20,4820.00,0.72,0.43,0.59,0.56,0.57,0.56
Pakistan,2016,66.77,8.6,5.20,4680.00,0.72,0.43,0.58,0.56,0.56,0.56
Pakistan,2015,66.577,8.2,5.10,4640.00,0.72,0.42,0.58,0.55,0.56,0.55
Pakistan,2014,66.36,8.1,5.10,4480.00,0.71,0.41,0.57,,0.55,0.55
Pakistan,2013,66.117,7.8,4.90,4320.00,0.71,0.40,0.57,0.54,0.54,0.54
Pakistan,2012,65.849,7.7,4.80,4230.00,0.71,0.39,0.57,,0.54,0.54
Pakistan,2011,65.562,7.6,4.80,4170.00,0.70,0.39,0.56,,0.53,0.53
Pakistan,2010,65.264,7.5,4.70,4040.00,0.70,0.38,0.56,0.52,0.53,0.53
Pakistan,2009,64.969,7.5,4.50,3970.00,0.69,0.38,0.56,,0.52,0.52
Pakistan,2008,64.685,7.3,4.40,3890.00,0.69,0.37,0.55,,0.52,0.52
Pakistan,2007,64.42,7.2,4.40,3830.00,0.68,0.36,0.55,,0.51,0.51
Pakistan,2006,64.176,6.7,4.40,3650.00,0.68,0.35,0.54,,0.50,0.51
Pakistan,2005,63.951,6.5,4.50,3170.00,0.68,0.34,0.52,,0.49,0.50
Pakistan,2004,63.736,6.1,4.30,2930.00,0.67,0.32,0.51,,0.48,0.49
Pakistan,2003,63.522,5.6,4.00,2740.00,0.67,0.30,0.50,,0.46,0.47
Pakistan,2002,63.300,5.6,3.80,2560.00,0.67,0.29,0.49,,0.46,0.47
Pakistan,2001,63.066,5.5,3.50,2460.00,0.66,0.28,0.48,,0.45,0.46
Pakistan,2000,62.820,5.4,3.30,2420.00,0.66,0.27,0.48,,0.44,0.45
Pakistan,1999,62.564,5.3,3.20,1940.00,0.65,0.27,0.45,,0.43,0.45
Pakistan,1998,62.303,5.2,3.10,1900.00,0.65,0.26,0.44,,0.42,0.44
Pakistan,1997,62.039,5.2,3.00,1890.00,0.65,0.26,0.44,,0.42,0.44
Pakistan,1996,61.773,5.1,2.90,1900.00,0.64,0.25,0.44,,0.42,0.43
Pakistan,1995,61.505,5,2.80,1850.00,0.64,0.24,0.44,,0.41,0.43
Pakistan,1994,61.235,4.9,2.70,1760.00,0.63,0.24,0.43,,0.40,0.42
Pakistan,1993,60.960,4.9,2.60,1720.00,0.63,0.24,0.43,,0.40,0.42
Pakistan,1992,60.680,4.8,2.50,1700.00,0.63,0.23,0.43,,0.39,0.41
Pakistan,1991,60.393,4.7,2.40,1610.00,0.62,0.22,0.42,,0.39,0.41
Pakistan,1990,60.100,4.6,2.28,1550.00,0.62,0.22,0.41,,0.38,0.40
Oman,2018,77.63,14.66,9.73,37039.23,0.89,0.76,0.89,0.83,0.84,0.83
Oman,2017,77.393,13.9,9.50,28890.00,0.88,0.73,0.86,0.83,0.82,0.82
Oman,2016,77.142,13.9,9.50,28360.00,0.88,0.73,0.85,0.83,0.82,0.82
Oman,2015,76.887,13.9,9.50,30440.00,0.88,0.73,0.86,0.83,0.82,0.82
Oman,2014,76.634,13.8,9.30,36660.00,0.87,0.72,0.89,,0.82,0.82
Oman,2013,76.388,13.8,8.90,40210.00,0.87,0.71,0.91,0.81,0.82,0.81
Oman,2012,76.149,13.6,8.60,41720.00,0.86,0.69,0.91,,0.82,0.80
Oman,2011,75.916,13.4,8.30,40820.00,0.86,0.68,0.91,,0.81,0.80
Oman,2010,75.682,13.4,7.90,43210.00,0.86,0.67,0.92,0.79,0.81,0.79
Oman,2009,75.44,13.3,7.70,43130.00,0.85,0.66,0.92,,0.80,0.79
Oman,2008,75.179,12.4,8.10,42850.00,0.85,0.64,0.92,,0.79,0.78
Oman,2007,74.893,12.1,7.30,41140.00,0.84,0.61,0.91,,0.77,0.76
Oman,2006,74.577,11.8,7.00,36110.00,0.84,0.59,0.89,,0.76,0.75
Oman,2005,74.23,11.7,6.80,36800.00,0.83,0.58,0.89,,0.76,0.75
Oman,2004,73.851,11.6,6.60,36480.00,0.83,0.57,0.89,,0.75,0.74
Oman,2003,73.447,11.5,6.40,35580.00,0.82,0.56,0.89,,0.74,0.74
Oman,2002,73.022,11.2,5.90,35790.00,0.82,0.54,0.89,,0.73,0.73
Oman,2001,72.580,11,5.60,36870.00,0.81,0.52,0.89,,0.72,0.72
Oman,2000,72.126,10.7,5.30,34860.00,0.80,0.50,0.88,,0.71,0.70
Oman,1999,71.664,10.4,,32380.00,0.79,0.85,0.87,,0.84,
Oman,1998,71.197,10.1,,31980.00,0.79,0.84,0.87,,0.83,
Oman,1997,70.726,10,,31160.00,0.78,0.83,0.87,,0.83,
Oman,1996,70.250,9.9,,29120.00,0.77,0.83,0.86,,0.82,
Oman,1995,69.770,9.7,,28250.00,0.77,0.82,0.85,,0.81,
Oman,1994,69.283,9.4,,26930.00,0.76,0.81,0.85,,0.80,
Oman,1993,68.786,9.2,,26360.00,0.75,0.81,0.84,,0.80,
Oman,1992,68.273,8.8,,25350.00,0.74,0.79,0.84,,0.79,
Oman,1991,67.739,8.4,,24330.00,0.73,0.78,0.83,,0.78,
Oman,1990,67.180,7.9,,22950.00,0.73,0.76,0.82,,0.77,
Norway,2018,82.27,18.06,12.57,68058.62,0.96,0.95,0.99,0.95,0.96,0.95
Norway,2017,82.146,17.9,12.60,65730.00,0.96,0.95,0.98,0.95,0.96,0.95
Norway,2016,82.029,17.9,12.60,61840.00,0.95,0.95,0.97,0.95,0.96,0.95
Norway,2015,81.912,17.7,12.50,63030.00,0.95,0.94,0.97,0.95,0.95,0.95
Norway,2014,81.792,17.7,12.50,68100.00,0.95,0.94,0.99,,0.96,0.95
Norway,2013,81.66,17.7,12.70,67770.00,0.95,0.94,0.98,0.95,0.96,0.95
Norway,2012,81.512,17.5,12.60,65990.00,0.95,0.93,0.98,,0.95,0.94
Norway,2011,81.345,17.6,12.80,62730.00,0.94,0.94,0.97,,0.95,0.94
Norway,2010,81.156,17.6,12.70,58630.00,0.94,0.94,0.96,0.94,0.95,0.94
Norway,2009,80.945,17.4,12.70,55790.00,0.94,0.93,0.96,,0.94,0.94
Norway,2008,80.717,17.4,12.70,61480.00,0.93,0.93,0.97,,0.95,0.94
Norway,2007,80.475,17.6,12.60,55720.00,0.93,0.94,0.96,,0.94,0.94
Norway,2006,80.225,17.6,12.50,54110.00,0.93,0.93,0.95,,0.94,0.94
Norway,2005,79.972,17.5,12.40,48300.00,0.92,0.93,0.93,,0.93,0.93
Norway,2004,79.72,17.6,12.70,42570.00,0.92,0.94,0.91,,0.92,0.93
Norway,2003,79.474,17.5,12.20,38770.00,0.91,0.92,0.90,,0.91,0.92
Norway,2002,79.237,17.1,12.10,38070.00,0.91,0.91,0.90,,0.90,0.92
Norway,2001,79.010,17.1,12.10,37820.00,0.91,0.91,0.90,,0.90,0.92
Norway,2000,78.793,17.5,12.00,36480.00,0.90,0.92,0.89,,0.90,0.92
Norway,1999,78.586,17.1,12.00,30300.00,0.90,0.90,0.86,,0.89,0.91
Norway,1998,78.384,16.9,11.90,27870.00,0.90,0.89,0.85,,0.88,0.91
Norway,1997,78.184,16,11.90,28300.00,0.90,0.86,0.85,,0.87,0.89
Norway,1996,77.985,15.8,11.80,26480.00,0.89,0.85,0.84,,0.86,0.89
Norway,1995,77.783,15.6,11.80,24030.00,0.89,0.85,0.83,,0.85,0.88
Norway,1994,77.575,16.1,11.70,22610.00,0.89,0.86,0.82,,0.85,0.89
Norway,1993,77.361,15.1,11.70,21060.00,0.88,0.83,0.81,,0.84,0.87
Norway,1992,77.146,14.5,11.60,20160.00,0.88,0.81,0.80,,0.83,0.86
Norway,1991,76.932,14.3,11.60,18930.00,0.88,0.80,0.79,,0.82,0.86
Norway,1990,76.729,14,10.47,17910.00,0.87,0.76,0.78,,0.80,0.85
Nigeria,2018,54.33,9.75,6.46,5085.54,0.53,0.50,0.59,0.53,0.54,0.53
Nigeria,2017,53.95,10,6.20,5030.00,0.52,0.51,0.59,0.53,0.54,0.53
Nigeria,2016,53.541,10,6.20,5120.00,0.52,0.51,0.59,0.53,0.54,0.53
Nigeria,2015,53.112,10,6.00,5280.00,0.51,0.50,0.60,0.53,0.53,0.53
Nigeria,2014,52.672,10,5.90,5320.00,0.50,0.50,0.60,,0.53,0.52
Nigeria,2013,52.228,10,5.90,4970.00,0.50,0.50,0.59,0.52,0.53,0.52
Nigeria,2012,51.786,9.8,5.70,4750.00,0.49,0.49,0.58,,0.52,0.51
Nigeria,2011,51.346,8.7,5.50,4650.00,0.48,0.44,0.58,,0.50,0.49
Nigeria,2010,50.896,8.4,5.20,4450.00,0.48,0.42,0.57,0.48,0.49,0.48
Nigeria,2009,50.422,9.5,5.20,4580.00,0.47,0.46,0.58,,0.50,0.49
Nigeria,2008,49.913,9.3,5.20,4340.00,0.46,0.45,0.57,,0.49,0.49
Nigeria,2007,49.373,9.2,5.20,4100.00,0.45,0.45,0.56,,0.49,0.48
Nigeria,2006,48.812,9.1,5.20,3940.00,0.44,0.45,0.55,,0.48,0.48
Nigeria,2005,48.252,9,5.20,3490.00,0.43,0.44,0.54,,0.47,0.47
Nigeria,2004,47.72,9,5.20,3280.00,0.43,0.44,0.53,,0.46,0.46
Nigeria,2003,47.242,8.5,5.20,2950.00,0.42,0.43,0.51,,0.45,0.44
Nigeria,2002,46.835,8.1,,2800.00,0.41,0.77,0.50,,0.54,
Nigeria,2001,46.510,7.7,,2470.00,0.41,0.76,0.48,,0.53,
Nigeria,2000,46.267,8,,2260.00,0.40,0.77,0.47,,0.53,
Nigeria,1999,46.103,7.6,,2310.00,0.40,0.75,0.47,,0.52,
Nigeria,1998,45.994,7.5,,2260.00,0.40,0.75,0.47,,0.52,
Nigeria,1997,45.923,7.4,,2250.00,0.40,0.75,0.47,,0.52,
Nigeria,1990,45.900,6.7,,2090.00,0.40,0.72,0.46,,0.51,
Nigeria,1996,45.880,7.3,,2200.00,0.40,0.74,0.47,,0.52,
Nigeria,1991,45.875,6.8,,2130.00,0.40,0.73,0.46,,0.51,
Nigeria,1992,45.857,6.9,,2190.00,0.40,0.73,0.47,,0.51,
Nigeria,1995,45.854,7.2,,2110.00,0.40,0.74,0.46,,0.51,
Nigeria,1993,45.845,7,,2090.00,0.40,0.73,0.46,,0.51,
Nigeria,1994,45.843,7.1,,2080.00,0.40,0.74,0.46,,0.51,
Niger,2018,62.02,6.47,2.03,912.04,0.65,0.27,0.33,0.38,0.39,0.38
Niger,2017,61.599,5.4,2.00,830.00,0.64,0.24,0.32,0.37,0.36,0.35
Niger,2016,61.137,5.4,1.90,820.00,0.63,0.23,0.32,0.37,0.36,0.35
Niger,2015,60.631,5.3,1.80,840.00,0.63,0.23,0.32,0.36,0.36,0.35
Niger,2014,60.07,5.3,1.70,850.00,0.62,0.22,0.32,,0.35,0.35
Niger,2013,59.455,5.3,1.70,830.00,0.61,0.22,0.32,0.34,0.35,0.34
Niger,2012,58.79,5.3,1.60,840.00,0.60,0.22,0.32,,0.35,0.34
Niger,2011,58.081,5,1.50,780.00,0.59,0.21,0.31,,0.34,0.33
Niger,2010,57.333,4.7,1.40,770.00,0.57,0.20,0.31,0.32,0.33,0.32
Niger,2009,56.557,4.4,1.40,730.00,0.56,0.19,0.30,,0.32,0.31
Niger,2008,55.764,4.2,1.40,760.00,0.55,0.18,0.31,,0.31,0.30
Niger,2007,54.968,3.9,1.40,710.00,0.54,0.17,0.30,,0.30,0.29
Niger,2006,54.18,3.8,1.30,700.00,0.53,0.16,0.29,,0.29,0.29
Niger,2005,53.411,3.6,1.30,660.00,0.51,0.16,0.29,,0.28,0.28
Niger,2004,52.668,3.4,1.30,640.00,0.50,0.15,0.28,,0.28,0.27
Niger,2003,51.95,3.1,1.20,640.00,0.49,0.14,0.28,,0.27,0.27
Niger,2002,51.256,3,1.20,620.00,0.48,0.13,0.28,,0.26,0.26
Niger,2001,50.584,2.9,1.10,620.00,0.47,0.13,0.28,,0.25,0.26
Niger,2000,49.928,2.9,1.10,580.00,0.46,0.13,0.27,,0.25,0.25
Niger,1999,49.279,2.8,1.10,600.00,0.45,0.12,0.27,,0.25,0.25
Niger,1998,48.627,2.7,1.00,610.00,0.44,0.12,0.27,,0.24,0.25
Niger,1997,47.970,2.6,1.00,570.00,0.43,0.11,0.26,,0.23,0.24
Niger,1996,47.307,2.5,0.90,560.00,0.42,0.11,0.26,,0.23,0.24
Niger,1995,46.641,2.4,0.90,550.00,0.41,0.11,0.26,,0.22,0.23
Niger,1994,45.979,2.4,0.80,540.00,0.40,0.10,0.25,,0.22,0.22
Niger,1993,45.330,2.3,0.80,530.00,0.39,0.10,0.25,,0.21,0.22
Niger,1992,44.703,2.2,0.80,530.00,0.38,0.10,0.25,,0.21,0.22
Niger,1991,44.103,2.1,0.70,570.00,0.37,0.09,0.26,,0.21,0.21
Niger,1990,43.538,2.1,0.69,550.00,0.36,0.09,0.26,,0.20,0.21
Nicaragua,2018,74.28,12.21,6.80,4789.84,0.84,0.60,0.58,0.65,0.66,0.65
Nicaragua,2017,74.068,12.1,6.70,5850.00,0.83,0.59,0.61,0.65,0.67,0.66
Nicaragua,2016,73.86,12.1,6.70,5540.00,0.83,0.59,0.61,0.65,0.67,0.66
Nicaragua,2015,73.649,12.1,6.50,5150.00,0.83,0.58,0.60,0.64,0.66,0.65
Nicaragua,2014,73.429,12.1,6.50,4810.00,0.82,0.58,0.59,,0.65,0.65
Nicaragua,2013,73.197,11.6,6.40,4470.00,0.82,0.56,0.57,0.63,0.64,0.64
Nicaragua,2012,72.951,11.5,6.30,4300.00,0.81,0.56,0.57,,0.64,0.63
Nicaragua,2011,72.692,11.5,6.10,4140.00,0.81,0.55,0.56,,0.63,0.63
Nicaragua,2010,72.428,11.5,6.00,3870.00,0.81,0.55,0.55,0.61,0.63,0.62
Nicaragua,2009,72.167,11.4,5.90,3700.00,0.80,0.54,0.55,,0.62,0.62
Nicaragua,2008,71.915,11.3,5.80,3870.00,0.80,0.54,0.55,,0.62,0.61
Nicaragua,2007,71.673,11.1,5.70,3720.00,0.79,0.53,0.55,,0.61,0.61
Nicaragua,2006,71.436,11,5.60,3480.00,0.79,0.52,0.54,,0.61,0.60
Nicaragua,2005,71.195,11,5.50,3310.00,0.79,0.52,0.53,,0.60,0.60
Nicaragua,2004,70.933,11,5.40,3090.00,0.78,0.52,0.52,,0.59,0.59
Nicaragua,2003,70.64,11,5.30,2890.00,0.78,0.51,0.51,,0.59,0.59
Nicaragua,2002,70.308,11,5.20,2800.00,0.77,0.51,0.50,,0.58,0.58
Nicaragua,2001,69.934,10.7,5.20,2750.00,0.77,0.50,0.50,,0.58,0.58
Nicaragua,2000,69.527,10.4,5.10,2670.00,0.76,0.49,0.50,,0.57,0.57
Nicaragua,1999,69.100,10.1,5.00,2550.00,0.76,0.48,0.49,,0.56,0.56
Nicaragua,1998,68.667,9.8,4.90,2390.00,0.75,0.46,0.48,,0.55,0.55
Nicaragua,1997,68.234,9.5,4.80,2270.00,0.74,0.45,0.47,,0.54,0.54
Nicaragua,1996,67.798,9.1,4.70,2150.00,0.74,0.43,0.46,,0.53,0.53
Nicaragua,1995,67.344,8.8,4.60,1990.00,0.73,0.42,0.45,,0.52,0.52
Nicaragua,1994,66.849,8.7,4.50,1810.00,0.72,0.42,0.44,,0.51,0.51
Nicaragua,1993,66.297,8.5,4.40,690.00,0.71,0.41,0.29,,0.44,0.51
Nicaragua,1992,65.683,8.4,4.30,670.00,0.70,0.40,0.29,,0.43,0.51
Nicaragua,1991,65.011,8.2,4.20,720.00,0.69,0.39,0.30,,0.43,0.50
Nicaragua,1990,64.293,7.7,4.09,580.00,0.68,0.37,0.27,,0.41,0.49
New Zealand,2018,82.15,18.84,12.68,35107.50,0.96,0.98,0.89,0.92,0.94,0.92
New Zealand,2017,82.002,18.9,12.50,39330.00,0.95,0.98,0.90,0.92,0.94,0.92
New Zealand,2016,81.859,18.9,12.50,38630.00,0.95,0.98,0.90,0.92,0.94,0.92
New Zealand,2015,81.713,18.9,12.40,36210.00,0.95,0.97,0.89,0.91,0.94,0.91
New Zealand,2014,81.561,18.8,12.20,35760.00,0.95,0.97,0.89,,0.93,0.91
New Zealand,2013,81.402,18.8,12.10,34790.00,0.94,0.96,0.88,0.91,0.93,0.91
New Zealand,2012,81.233,19,12.10,31610.00,0.94,0.97,0.87,,0.93,0.91
New Zealand,2011,81.052,19.4,12.00,31250.00,0.94,0.98,0.87,,0.93,0.90
New Zealand,2010,80.86,19.8,12.00,29700.00,0.94,0.99,0.86,0.90,0.93,0.90
New Zealand,2009,80.656,20.3,11.90,29440.00,0.93,1.01,0.86,,0.93,0.90
New Zealand,2008,80.441,19.3,11.80,27700.00,0.93,0.97,0.85,,0.92,0.89
New Zealand,2007,80.216,19.5,11.80,27290.00,0.93,0.98,0.85,,0.92,0.89
New Zealand,2006,79.981,19.2,11.70,25900.00,0.92,0.97,0.84,,0.91,0.89
